filename,conversation_no,act_tag,caller,text,pos
./data/verbmobil,r128c,REJECT,A,the twenty seventh does not work,the/twenty/seventh/does/not/work
./data/verbmobil,r128c,ACCEPT,A,but I have all of the twenty eighth open,but/I/have/all/of/the/twenty/eighth/open
./data/verbmobil,r128c,REQUEST_SUGGEST,A,is there a time you would like,is/there/a/time/you/would/like
./data/verbmobil,r128c,SUGGEST,B,I prefer afternoon meetings myself,I/prefer/afternoon/meetings/myself
./data/verbmobil,r128c,REQUEST_SUGGEST,B,"so <""ah> pick a time in the afternoon","so/<""ah>/pick/a/time/in/the/afternoon"
./data/verbmobil,r128c,SUGGEST,A,"one o'clock would probably be good <""ah>","one/o'clock/would/probably/be/good/<""ah>"
./data/verbmobil,r128c,SUGGEST,A,"how 'bout your <""ah> lab","how/'bout/your/<""ah>/lab"
./data/verbmobil,r128c,ACCEPT,B,okay sounds good,okay/sounds/good
./data/verbmobil,r128c,BYE,B,I will see you then,I/will/see/you/then
./data/verbmobil,r128c,BYE,A,see you then,see/you/then
./data/verbmobil,r129c,INIT,A,"okay I guess we should <""ah> try and get together on this <""ah> some time in August","okay/I/guess/we/should/<""ah>/try/and/get/together/on/this/<""ah>/some/time/in/August"
./data/verbmobil,r129c,SUGGEST,A,"<""ah> do you have any time on the second or the week following","<""ah>/do/you/have/any/time/on/the/second/or/the/week/following"
./data/verbmobil,r129c,EXCLUDE,B,"I am going to be taking a vacation to <""ah> sunny Pittsburgh between the second and the sixth","I/am/going/to/be/taking/a/vacation/to/<""ah>/sunny/Pittsburgh/between/the/second/and/the/sixth"
./data/verbmobil,r129c,SUGGEST,B,"<""ah> but the next week seems fairly free","<""ah>/but/the/next/week/seems/fairly/free"
./data/verbmobil,r129c,SUGGEST,B,how 'bout the ninth eleventh or twelfth,how/'bout/the/ninth/eleventh/or/twelfth
./data/verbmobil,r129c,SUGGEST,A,"on the ninth <""ah> I could probably <""ah> pencil you in for one $P $M","on/the/ninth/<""ah>/I/could/probably/<""ah>/pencil/you/in/for/one/$P/$M"
./data/verbmobil,r129c,SUGGEST,A,"<""ah> the eleventh is busy and the twelfth would be <""ah> tuck it in a crack around noon","<""ah>/the/eleventh/is/busy/and/the/twelfth/would/be/<""ah>/tuck/it/in/a/crack/around/noon"
./data/verbmobil,r129c,REQUEST_CLARIFY,B,you say one o'clock on the ninth is good for you,you/say/one/o'clock/on/the/ninth/is/good/for/you
./data/verbmobil,r129c,CLARIFY,A,yes I think I could make one o'clock on the ninth that suits you,yes/I/think/I/could/make/one/o'clock/on/the/ninth/that/suits/you
./data/verbmobil,r129c,REQUEST_SUGGEST,A,where would you like to meet,where/would/you/like/to/meet
./data/verbmobil,r129c,SUGGEST,B,we will meet here in the lab,we/will/meet/here/in/the/lab
./data/verbmobil,r129c,REQUEST_COMMENT,B,if that is okay with you,if/that/is/okay/with/you
./data/verbmobil,r129c,ACCEPT,A,yeah that is fine with me,yeah/that/is/fine/with/me
./data/verbmobil,r129c,CONFIRM,A,"meet you in the lab then <""ah> one o'clock on the ninth of August","meet/you/in/the/lab/then/<""ah>/one/o'clock/on/the/ninth/of/August"
./data/verbmobil,r129c,BYE,B,I will see you then,I/will/see/you/then
./data/verbmobil,r129c,THANK,B,thank you,thank/you
./data/verbmobil,r129c,THANK,A,you are welcome,you/are/welcome
./data/verbmobil,r129c,BYE,A,see you then,see/you/then
./data/verbmobil,r130c,INIT,A,so maybe we should figure out a way to get back together again,so/maybe/we/should/figure/out/a/way/to/get/back/together/again
./data/verbmobil,r130c,SUGGEST,A,perhaps in the next two weeks,perhaps/in/the/next/two/weeks
./data/verbmobil,r130c,FEEDBACK_POSITIVE,B,okay,okay
./data/verbmobil,r130c,SUGGEST,B,well how does the seventeenth look on your calendar,well/how/does/the/seventeenth/look/on/your/calendar
./data/verbmobil,r130c,REJECT,A,seventeenth looks pretty full,seventeenth/looks/pretty/full
./data/verbmobil,r130c,GIVE_REASON,A,I have less then a half an hour left at the end of the day before five o'clock,I/have/less/then/a/half/an/hour/left/at/the/end/of/the/day/before/five/o'clock
./data/verbmobil,r130c,SUGGEST,B,how about the eighteenth in the afternoon,how/about/the/eighteenth/in/the/afternoon
./data/verbmobil,r130c,REJECT,A,I do not have two hours free on the eighteenth,I/do/not/have/two/hours/free/on/the/eighteenth
./data/verbmobil,r130c,SUGGEST,A,there is only one hour at three $P $M,there/is/only/one/hour/at/three/$P/$M
./data/verbmobil,r130c,SUGGEST,A,how 'bout the afternoon of the sixteenth,how/'bout/the/afternoon/of/the/sixteenth
./data/verbmobil,r130c,ACCEPT,B,okay that sounds good to me,okay/that/sounds/good/to/me
./data/verbmobil,r130c,SUGGEST,B,shall we meet at say two o'clock,shall/we/meet/at/say/two/o'clock
./data/verbmobil,r130c,ACCEPT,A,two o'clock on the sixteenth seems pretty good to me,two/o'clock/on/the/sixteenth/seems/pretty/good/to/me
./data/verbmobil,r130c,CONFIRM,A,I will write that in,I/will/write/that/in
./data/verbmobil,r130c,BYE,B,okay I will see you then,okay/I/will/see/you/then
./data/verbmobil,r130c,FEEDBACK_POSITIVE,A,okay very good,okay/very/good
./data/verbmobil,r131c,INIT,A,do you think we could arrange a meeting some time in the near future,do/you/think/we/could/arrange/a/meeting/some/time/in/the/near/future
./data/verbmobil,r131c,SUGGEST,A,maybe even this afternoon,maybe/even/this/afternoon
./data/verbmobil,r131c,REJECT,B,it will be impossible for me to make a meeting this afternoon,it/will/be/impossible/for/me/to/make/a/meeting/this/afternoon
./data/verbmobil,r131c,SUGGEST,B,"<""ahm> how 'bout toward the end of next week say the Friday the sixteenth","<""ahm>/how/'bout/toward/the/end/of/next/week/say/the/Friday/the/sixteenth"
./data/verbmobil,r131c,ACCEPT,A,Friday the sixteenth looks good,Friday/the/sixteenth/looks/good
./data/verbmobil,r131c,SUGGEST,A,as long as I can get away by four $P $M,as/long/as/I/can/get/away/by/four/$P/$M
./data/verbmobil,r131c,SUGGEST,B,then how 'bout a one o'clock meeting,then/how/'bout/a/one/o'clock/meeting
./data/verbmobil,r131c,SUGGEST,B,"<""ah> you said you would like to meet for two hours","<""ah>/you/said/you/would/like/to/meet/for/two/hours"
./data/verbmobil,r131c,REQUEST_COMMENT,B,is that good,is/that/good
./data/verbmobil,r131c,ACCEPT,A,okay then Friday one o'clock two hours with Sam Helwig,okay/then/Friday/one/o'clock/two/hours/with/Sam/Helwig
./data/verbmobil,r131c,CONFIRM,A,I will write it in,I/will/write/it/in
./data/verbmobil,r131c,REQUEST_SUGGEST,B,where would you like to meet,where/would/you/like/to/meet
./data/verbmobil,r131c,SUGGEST,A,well we have got space in my office,well/we/have/got/space/in/my/office
./data/verbmobil,r131c,GIVE_REASON,A,but there is other people that might get disturbed,but/there/is/other/people/that/might/get/disturbed
./data/verbmobil,r131c,SUGGEST,A,how 'bout your office,how/'bout/your/office
./data/verbmobil,r131c,ACCEPT,B,okay,okay
./data/verbmobil,r131c,ACCEPT,B,that sounds fine,that/sounds/fine
./data/verbmobil,r131c,CONFIRM,B,I will meet you at your office at one o'clock on Friday the sixteenth of April,I/will/meet/you/at/your/office/at/one/o'clock/on/Friday/the/sixteenth/of/April
./data/verbmobil,r131c,CLARIFY,A,my office is forty six oh seven,my/office/is/forty/six/oh/seven
./data/verbmobil,r131c,BYE,A,see you then,see/you/then
./data/verbmobil,r132c,DEVIATE_SCENARIO,A,I am sorry your time is up,I/am/sorry/your/time/is/up
./data/verbmobil,r132c,SUGGEST,A,"we can we can continue this conversation <""ah> sometimes in sometime in the next two weeks","we/can/we/can/continue/this/conversation/<""ah>/sometimes/in/sometime/in/the/next/two/weeks"
./data/verbmobil,r132c,SUGGEST,A,it will have be before the end of two weeks,it/will/have/be/before/the/end/of/two/weeks
./data/verbmobil,r132c,GIVE_REASON,A,because of the deadline,because/of/the/deadline
./data/verbmobil,r132c,SUGGEST,A,so do you have any time free next week or the week after,so/do/you/have/any/time/free/next/week/or/the/week/after
./data/verbmobil,r132c,EXCLUDE,B,well there is a slight problem in that I am on vacation from the third to the fourteenth,well/there/is/a/slight/problem/in/that/I/am/on/vacation/from/the/third/to/the/fourteenth
./data/verbmobil,r132c,INFORM,B,which seem which seem to bring us to the end of our end of our allotted time,which/seem/which/seem/to/bring/us/to/the/end/of/our/end/of/our/allotted/time
./data/verbmobil,r132c,DEVIATE_SCENARIO,B,so I think we are going to have to work something out that we can extend the deadline somehow,so/I/think/we/are/going/to/have/to/work/something/out/that/we/can/extend/the/deadline/somehow
./data/verbmobil,r132c,DEVIATE_SCENARIO,A,well where are you going maybe I can go with you,well/where/are/you/going/maybe/I/can/go/with/you
./data/verbmobil,r132c,DEVIATE_SCENARIO,B,I am going fishing in Alberta with my with my thirteen year old son,I/am/going/fishing/in/Alberta/with/my/with/my/thirteen/year/old/son
./data/verbmobil,r132c,DEVIATE_SCENARIO,A,"<""ah> that is really terrible 'cause of this allergy I have for fish","<""ah>/that/is/really/terrible/'cause/of/this/allergy/I/have/for/fish"
./data/verbmobil,r132c,DEVIATE_SCENARIO,A,"<""ahm> okay I will talk it over with the guy and see if we can get it extended","<""ahm>/okay/I/will/talk/it/over/with/the/guy/and/see/if/we/can/get/it/extended"
./data/verbmobil,r132c,SUGGEST,A,but we have to do it as soon as possible,but/we/have/to/do/it/as/soon/as/possible
./data/verbmobil,r132c,REQUEST_CLARIFY,A,when will you be back,when/will/you/be/back
./data/verbmobil,r132c,CLARIFY,B,I will be back on the seventeenth,I/will/be/back/on/the/seventeenth
./data/verbmobil,r132c,SUGGEST,B,"and <""ahm> I will be free in the morning <""ahm> until ten $A $M that day","and/<""ahm>/I/will/be/free/in/the/morning/<""ahm>/until/ten/$A/$M/that/day"
./data/verbmobil,r132c,SUGGEST,B,"<""ahm> and the next day I am free until two $P $M","<""ahm>/and/the/next/day/I/am/free/until/two/$P/$M"
./data/verbmobil,r132c,EXCLUDE,B,"and then I have class <""ahm> until four","and/then/I/have/class/<""ahm>/until/four"
./data/verbmobil,r132c,SUGGEST,A,alright on the seventeenth what do you say we meet at eight $A $M until ten,alright/on/the/seventeenth/what/do/you/say/we/meet/at/eight/$A/$M/until/ten
./data/verbmobil,r132c,INFORM,A,I know it will have to be a little bit early,I/know/it/will/have/to/be/a/little/bit/early
./data/verbmobil,r132c,GIVE_REASON,A,but we really have to get this done,but/we/really/have/to/get/this/done
./data/verbmobil,r132c,SUGGEST,B,yeah I think we could probably make it a working breakfast,yeah/I/think/we/could/probably/make/it/a/working/breakfast
./data/verbmobil,r132c,DEVIATE_SCENARIO,A,well breakfast never seems to work for me,well/breakfast/never/seems/to/work/for/me
./data/verbmobil,r132c,ACCEPT,A,so I guess you are right,so/I/guess/you/are/right
./data/verbmobil,r132c,SUGGEST,B,"okay why do not we meet at that <""ah> that restaurant down the street <""ahm> at eight $A $M on the seventeenth","okay/why/do/not/we/meet/at/that/<""ah>/that/restaurant/down/the/street/<""ahm>/at/eight/$A/$M/on/the/seventeenth"
./data/verbmobil,r132c,SUGGEST,B,and if we need extra time we could probably meet on the eighteenth as well,and/if/we/need/extra/time/we/could/probably/meet/on/the/eighteenth/as/well
./data/verbmobil,r132c,ACCEPT,A,alright,alright
./data/verbmobil,r132c,DEVIATE_SCENARIO,A,but you are paying,but/you/are/paying
./data/verbmobil,r132c,ACCEPT,B,sounds good to me,sounds/good/to/me
./data/verbmobil,r132c,DEVIATE_SCENARIO,A,where do have all this extra money from anyway,where/do/have/all/this/extra/money/from/anyway
./data/verbmobil,r132c,DEVIATE_SCENARIO,A,we did not hand in the project yet,we/did/not/hand/in/the/project/yet
./data/verbmobil,r132c,DEVIATE_SCENARIO,B,you do not need to know,you/do/not/need/to/know
./data/verbmobil,r133c,DEVIATE_SCENARIO,A,okay well we are going to have to leave now,okay/well/we/are/going/to/have/to/leave/now
./data/verbmobil,r133c,INIT,A,but we can work on it some more in the next two weeks,but/we/can/work/on/it/some/more/in/the/next/two/weeks
./data/verbmobil,r133c,SUGGEST,A,"<""ahm> I only seem to have Thursdays and Fridays free <""ahm> in the afternoon on Thursday but any time on Fridays","<""ahm>/I/only/seem/to/have/Thursdays/and/Fridays/free/<""ahm>/in/the/afternoon/on/Thursday/but/any/time/on/Fridays"
./data/verbmobil,r133c,REQUEST_COMMENT,A,how 'bout you,how/'bout/you
./data/verbmobil,r133c,EXCLUDE,B,"well this Fri= this Thursday and Friday <""ahm> I am on vacation","well/this/Fri=/this/Thursday/and/Friday/<""ahm>/I/am/on/vacation"
./data/verbmobil,r133c,EXCLUDE,B,and next Thursday is my day off,and/next/Thursday/is/my/day/off
./data/verbmobil,r133c,SUGGEST,B,"<""ahm> on the eleventh I am free in the afternoon","<""ahm>/on/the/eleventh/I/am/free/in/the/afternoon"
./data/verbmobil,r133c,GIVE_REASON,B,once I get back from my seminar though,once/I/get/back/from/my/seminar/though
./data/verbmobil,r133c,SUGGEST,A,alright then what do you say we work on it next Friday the eleventh in the afternoon,alright/then/what/do/you/say/we/work/on/it/next/Friday/the/eleventh/in/the/afternoon
./data/verbmobil,r133c,REQUEST_SUGGEST,A,what time,what/time
./data/verbmobil,r133c,GIVE_REASON,B,"well it is going to take me a while to get back from my seminar <""ahm>","well/it/is/going/to/take/me/a/while/to/get/back/from/my/seminar/<""ahm>"
./data/verbmobil,r133c,SUGGEST,B,I will probably be ready by twelve thirty,I/will/probably/be/ready/by/twelve/thirty
./data/verbmobil,r133c,SUGGEST,B,"<""ahm> and then we could <""ah> start by having lunch","<""ahm>/and/then/we/could/<""ah>/start/by/having/lunch"
./data/verbmobil,r133c,SUGGEST,B,"<""ahm> and if we need more time than it takes us to eat","<""ahm>/and/if/we/need/more/time/than/it/takes/us/to/eat"
./data/verbmobil,r133c,SUGGEST,B,"we can <""ahm> come back to either your or my office and work on the rest","we/can/<""ahm>/come/back/to/either/your/or/my/office/and/work/on/the/rest"
./data/verbmobil,r133c,ACCEPT,A,sounds good to me,sounds/good/to/me
./data/verbmobil,r133c,BYE,B,alright I am looking forward to it,alright/I/am/looking/forward/to/it
./data/verbmobil,r134c,DEVIATE_SCENARIO,A,okay we are going to have to call it quits now,okay/we/are/going/to/have/to/call/it/quits/now
./data/verbmobil,r134c,SUGGEST,A,but I can meet you again next week on the twenty first,but/I/can/meet/you/again/next/week/on/the/twenty/first
./data/verbmobil,r134c,REQUEST_COMMENT,A,how is that,how/is/that
./data/verbmobil,r134c,REJECT,B,that is no good,that/is/no/good
./data/verbmobil,r134c,GIVE_REASON,B,I am going to be out of town,I/am/going/to/be/out/of/town
./data/verbmobil,r134c,SUGGEST,B,"<""ahm> I will be back on the twenty second","<""ahm>/I/will/be/back/on/the/twenty/second"
./data/verbmobil,r134c,SUGGEST,B,and I am free in the afternoon,and/I/am/free/in/the/afternoon
./data/verbmobil,r134c,REJECT,A,"no that will not be any good <""ahm>","no/that/will/not/be/any/good/<""ahm>"
./data/verbmobil,r134c,SUGGEST,A,"how 'bout <""ah> the twenty third in the morning","how/'bout/<""ah>/the/twenty/third/in/the/morning"
./data/verbmobil,r134c,DELIBERATE,B,the twenty third,the/twenty/third
./data/verbmobil,r134c,ACCEPT,B,"<""ahm> okay that sounds good to me","<""ahm>/okay/that/sounds/good/to/me"
./data/verbmobil,r134c,ACCEPT,B,I am free all day that day,I/am/free/all/day/that/day
./data/verbmobil,r134c,ACCEPT,B,so the morning will work,so/the/morning/will/work
./data/verbmobil,r134c,SUGGEST,A,"how 'bout <""ahm> ten $A $M","how/'bout/<""ahm>/ten/$A/$M"
./data/verbmobil,r134c,ACCEPT,B,"that works for me <""ahm>","that/works/for/me/<""ahm>"
./data/verbmobil,r134c,INFORM,B,I will be in my office,I/will/be/in/my/office
./data/verbmobil,r134c,SUGGEST,B,so you can just meet me there,so/you/can/just/meet/me/there
./data/verbmobil,r134c,ACCEPT,A,okay,okay
./data/verbmobil,r134c,DEVIATE_SCENARIO,A,and I will bring all this stuff with me,and/I/will/bring/all/this/stuff/with/me
./data/verbmobil,r134c,FEEDBACK_POSITIVE,B,alright,alright
./data/verbmobil,r134c,BYE,B,see you then,see/you/then
./data/verbmobil,r135c,DEVIATE_SCENARIO,A,"okay <""ahm> what do you say we call it quits now","okay/<""ahm>/what/do/you/say/we/call/it/quits/now"
./data/verbmobil,r135c,SUGGEST,A,"and meet some time <""ahm> in the beginning of August","and/meet/some/time/<""ahm>/in/the/beginning/of/August"
./data/verbmobil,r135c,SUGGEST,A,"I am going to have <""ah> conferences all next week except Monday","I/am/going/to/have/<""ah>/conferences/all/next/week/except/Monday"
./data/verbmobil,r135c,SUGGEST,A,I can meet you in the afternoon if you like,I/can/meet/you/in/the/afternoon/if/you/like
./data/verbmobil,r135c,REJECT,B,no next week is no good,no/next/week/is/no/good
./data/verbmobil,r135c,GIVE_REASON,B,I am on vacation again,I/am/on/vacation/again
./data/verbmobil,r135c,SUGGEST,B,"<""ahm> but I am I will be back on Monday and I am free all day Monday","<""ahm>/but/I/am/I/will/be/back/on/Monday/and/I/am/free/all/day/Monday"
./data/verbmobil,r135c,ACCEPT,A,okay,okay
./data/verbmobil,r135c,SUGGEST,A,what do you say we meet on Monday around two $P $M,what/do/you/say/we/meet/on/Monday/around/two/$P/$M
./data/verbmobil,r135c,ACCEPT,B,sounds good,sounds/good
./data/verbmobil,r135c,SUGGEST,B,"<""ahm> why do not I meet you in y= in your office this time","<""ahm>/why/do/not/I/meet/you/in/y=/in/your/office/this/time"
./data/verbmobil,r135c,GIVE_REASON,B,since all the stuff is there,since/all/the/stuff/is/there
./data/verbmobil,r135c,ACCEPT,A,okay,okay
./data/verbmobil,r135c,DEVIATE_SCENARIO,A,I will just have remember my key this time,I/will/just/have/remember/my/key/this/time
./data/verbmobil,r135c,BYE,B,okay see you then,okay/see/you/then
./data/verbmobil,r135c,BYE,A,bye,bye
./data/verbmobil,r136c,DEVIATE_SCENARIO,A,well I think we are going to have to conclude now,well/I/think/we/are/going/to/have/to/conclude/now
./data/verbmobil,r136c,SUGGEST,A,and have more of a meeting in the next two weeks,and/have/more/of/a/meeting/in/the/next/two/weeks
./data/verbmobil,r136c,REQUEST_SUGGEST,A,what time is good for you,what/time/is/good/for/you
./data/verbmobil,r136c,CLARIFY,B,"<""ahm> well today is the fifth","<""ahm>/well/today/is/the/fifth"
./data/verbmobil,r136c,EXCLUDE,B,and I am not obviously not going to meet with you on the weekend,and/I/am/not/obviously/not/going/to/meet/with/you/on/the/weekend
./data/verbmobil,r136c,DELIBERATE,B,so let us see,so/let/us/see
./data/verbmobil,r136c,EXCLUDE,B,Monday I am quite busy all day,Monday/I/am/quite/busy/all/day
./data/verbmobil,r136c,SUGGEST,B,but Tuesday I am free in the afternoon,but/Tuesday/I/am/free/in/the/afternoon
./data/verbmobil,r136c,REJECT,A,no,no
./data/verbmobil,r136c,GIVE_REASON,A,I am going to be out of town on Tuesday as well as Wednesday and Thursday,I/am/going/to/be/out/of/town/on/Tuesday/as/well/as/Wednesday/and/Thursday
./data/verbmobil,r136c,SUGGEST,A,but I can meet on Friday from one $P $M to three or four to five,but/I/can/meet/on/Friday/from/one/$P/$M/to/three/or/four/to/five
./data/verbmobil,r136c,REJECT,B,no Friday is not any good,no/Friday/is/not/any/good
./data/verbmobil,r136c,GIVE_REASON,B,because I have got a seminar all day,because/I/have/got/a/seminar/all/day
./data/verbmobil,r136c,SUGGEST,B,"<""ahm> the following Monday the fifteenth I am free in the morning <""ahm>","<""ahm>/the/following/Monday/the/fifteenth/I/am/free/in/the/morning/<""ahm>"
./data/verbmobil,r136c,SUGGEST,B,and I am also free for lunch,and/I/am/also/free/for/lunch
./data/verbmobil,r136c,REQUEST_COMMENT,B,how would that be for you,how/would/that/be/for/you
./data/verbmobil,r136c,SUGGEST,A,ten $A $M to twelve,ten/$A/$M/to/twelve
./data/verbmobil,r136c,REQUEST_COMMENT,A,is that fine,is/that/fine
./data/verbmobil,r136c,ACCEPT,B,yeah w= that that sounds great to me,yeah/w=/that/that/sounds/great/to/me
./data/verbmobil,r136c,SUGGEST,B,"why do not <""ahm> you meet o= meet me over at my office","why/do/not/<""ahm>/you/meet/o=/meet/me/over/at/my/office"
./data/verbmobil,r136c,ACCEPT,A,okay,okay
./data/verbmobil,r136c,REQUEST_CLARIFY,A,is that the one on campus,is/that/the/one/on/campus
./data/verbmobil,r136c,CLARIFY,B,"yeah it is in <""ah> Doherty $Z basement","yeah/it/is/in/<""ah>/Doherty/$Z/basement"
./data/verbmobil,r137c,SUGGEST,A,okay it looks like we are going to have to meet some time in the next two weeks again,okay/it/looks/like/we/are/going/to/have/to/meet/some/time/in/the/next/two/weeks/again
./data/verbmobil,r137c,DEVIATE_SCENARIO,A,we are always running out of time,we/are/always/running/out/of/time
./data/verbmobil,r137c,CLARIFY,A,"<""ahm> <""ah> today is the fifth","<""ahm>/<""ah>/today/is/the/fifth"
./data/verbmobil,r137c,EXCLUDE,A,"<""ahm> I will be out of town for the sixth and seventh","<""ahm>/I/will/be/out/of/town/for/the/sixth/and/seventh"
./data/verbmobil,r137c,EXCLUDE,A,I will not be able to meet on Thursday until until five,I/will/not/be/able/to/meet/on/Thursday/until/until/five
./data/verbmobil,r137c,SUGGEST,A,but that would only give us an hour,but/that/would/only/give/us/an/hour
./data/verbmobil,r137c,SUGGEST,A,"and <""ah> Friday I can meet any time until four","and/<""ah>/Friday/I/can/meet/any/time/until/four"
./data/verbmobil,r137c,SUGGEST,A,how how is Friday,how/how/is/Friday
